N,P,K,temperature,humidity,ph,rainfall,label,Pest,Pesticide,Active Ingredient,Usage Guidelines,Historical Temp (Avg Last 7 days),Historical Humidity (Avg Last 7 days),Historical Rainfall (Last 7 days),Atmospheric Pressure (hPa),Solar Radiation (UV Index),Wind Speed (km/h),Wind Direction (°),Cloud Cover (%),Evapotranspiration Rate (mm/day),Pest Occurrence (Count),Pest Life Cycle Stage,Neighboring Crop Infestation Risk (%),NDVI (Normalized Difference Vegetation Index),Chlorophyll Content (SPAD),Soil Microbial Activity (%),Soil Temp (°C),Soil pH Variability,Disease Symptoms Detected,Fertilizer Usage History
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,21.56,59.41,239.24,1029.66,9.92,7.9,336.43,1.41,2.86,46.0,Adult,40.04,0.0,38.52,17.55,30.8,-0.36,Yes,Excess
92,85,51,29.22118628,81.08183635,5.740764682000001,108.8616474,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,18.21,43.43,288.78,980.57,10.42,38.59,39.73,3.19,1.15,35.0,Adult,11.22,0.62,22.99,53.25,11.23,0.58,Yes,Optimal
92,85,51,29.22118628,81.08183635,5.740764682000001,108.8616474,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,32.49,57.82,118.35,1047.83,3.61,9.38,131.09,81.14,2.16,35.0,Adult,33.52,0.09,40.28,74.62,14.89,-0.49,No,Deficient
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,20.47,90.57,225.07,1000.75,8.48,29.15,252.02,96.18,3.47,2.0,Adult,3.06,0.26,41.87,25.34,26.64,0.86,No,Excess
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,22.35,89.58,17.02,1011.82,9.83,20.56,113.78,3.65,4.17,46.0,Egg,23.12,0.12,59.19,20.35,29.76,0.27,Yes,Optimal
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,32.54,69.32,13.33,1049.76,7.08,35.56,323.45,70.63,4.48,28.0,Adult,13.3,0.97,44.02,33.16,21.0,-0.39,No,Optimal
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,18.44,91.07,34.93,1005.6,4.49,30.06,154.73,81.0,4.66,24.0,Adult,6.46,0.33,55.1,52.59,13.15,0.05,No,Optimal
92,75,45,29.01207743,77.95192527,5.674403358999999,90.43495443,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,21.72,65.88,171.86,1000.28,3.26,28.43,225.83,33.9,1.94,4.0,Egg,76.23,0.3,31.45,78.09,13.4,-0.19,No,Optimal
92,75,45,29.01207743,77.95192527,5.674403358999999,90.43495443,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,24.74,77.91,122.19,1042.12,1.18,26.52,311.12,75.87,3.39,26.0,Larva,72.91,0.05,57.81,39.1,13.65,0.6,No,Excess
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,32.36,99.41,262.15,1024.37,1.88,0.74,301.44,25.06,3.45,23.0,Egg,85.17,0.02,56.77,67.71,13.06,0.8,Yes,Optimal
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,28.03,71.06,189.74,1047.83,1.51,23.72,194.73,20.93,4.94,41.0,Larva,90.18,0.01,29.52,45.0,22.36,0.5,Yes,Deficient
120,87,52,28.0764455,76.05522115,5.905494703,118.99235729999998,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,21.36,42.03,154.1,987.9,4.61,38.94,187.0,8.97,4.45,31.0,Larva,23.71,0.46,44.1,58.94,34.05,0.19,No,Deficient
120,87,52,28.0764455,76.05522115,5.905494703,118.99235729999998,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,29.92,78.8,183.72,988.85,5.17,24.49,158.03,98.51,3.49,46.0,Egg,54.73,0.81,30.53,57.56,27.34,0.61,No,Excess
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,17.44,69.97,264.92,988.68,5.54,26.48,288.99,17.78,4.88,21.0,Adult,16.48,0.78,33.76,68.14,11.06,0.72,Yes,Excess
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,16.44,80.81,172.19,1008.99,3.67,19.3,222.98,38.61,2.81,42.0,Larva,85.94,0.45,50.98,21.47,29.15,-0.12,No,Excess
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,32.36,64.53,172.03,982.83,6.1,27.24,189.72,13.99,0.93,5.0,Egg,70.68,0.11,33.73,29.98,28.04,-0.25,Yes,Deficient
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,32.61,43.5,298.74,1034.69,5.02,38.88,344.17,3.97,4.39,17.0,Egg,75.5,0.07,21.47,45.79,29.98,-0.16,No,Excess
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,19.71,60.54,164.42,1027.59,9.76,8.57,290.89,81.67,2.57,14.0,Egg,83.87,0.99,52.08,31.92,31.07,0.42,Yes,Deficient
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,21.88,65.47,132.57,1030.0,7.06,34.47,208.07,16.73,3.52,25.0,Egg,95.16,0.74,53.65,75.28,18.0,0.48,Yes,Optimal
111,88,55,29.44795403,78.34971537,5.505393832999999,96.45042585,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,30.96,83.67,281.41,1000.7,5.77,1.65,121.46,41.92,2.78,46.0,Egg,16.68,0.54,32.76,71.08,27.94,-0.31,No,Optimal
111,88,55,29.44795403,78.34971537,5.505393832999999,96.45042585,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,23.93,60.44,211.6,1034.69,1.31,27.02,227.02,48.26,3.48,22.0,Larva,3.07,0.02,42.59,73.88,17.23,-0.81,No,Deficient
97,74,45,26.47522633,78.51833782,5.677719902000001,113.1161095,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,34.37,89.98,84.35,1006.94,3.6,37.41,146.45,37.11,2.87,42.0,Adult,5.94,0.49,55.98,42.11,17.23,0.11,Yes,Excess
97,74,45,26.47522633,78.51833782,5.677719902000001,113.1161095,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,23.13,59.43,82.8,983.85,10.09,24.17,15.41,23.59,1.98,27.0,Larva,1.52,0.11,31.64,43.15,23.37,0.62,Yes,Deficient
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,31.43,50.49,77.5,1030.98,6.3,32.54,257.63,36.25,0.75,26.0,Adult,24.88,0.25,45.14,75.79,13.61,-0.85,Yes,Optimal
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,26.79,81.32,192.41,1046.46,9.14,19.55,175.92,61.41,1.72,39.0,Egg,85.16,0.64,36.79,10.05,17.54,0.03,No,Excess
89,91,55,25.08347445,80.26173100000003,6.275572297999999,94.32961456,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,32.42,66.5,106.84,1039.55,6.58,29.02,129.43,38.13,3.29,41.0,Egg,42.0,0.32,48.26,11.3,20.19,-0.38,Yes,Deficient
89,91,55,25.08347445,80.26173100000003,6.275572297999999,94.32961456,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,22.67,66.28,229.01,1018.71,4.9,25.26,245.11,31.36,3.78,9.0,Egg,0.47,0.99,32.65,35.08,33.75,0.89,No,Deficient
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,16.65,68.88,260.78,1040.77,10.18,5.79,322.85,66.56,1.33,39.0,Adult,73.57,0.75,42.84,48.78,25.67,0.91,Yes,Excess
89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,30.93,76.53,234.91,1018.1,6.21,38.73,339.81,85.53,0.61,0.0,Adult,19.2,0.55,43.58,40.9,33.69,-0.28,Yes,Excess
118,88,51,25.44926208,79.49221962,6.201911642000001,100.6619171,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,26.16,51.06,237.65,982.81,4.48,23.54,290.27,46.26,3.07,44.0,Egg,61.53,0.8,47.54,30.86,24.5,-0.81,Yes,Excess
118,88,51,25.44926208,79.49221962,6.201911642000001,100.6619171,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,34.61,93.78,20.58,1007.11,2.82,7.9,173.98,4.28,3.64,19.0,Larva,65.93,0.15,58.61,67.1,21.78,-0.74,Yes,Excess
101,92,45,28.22776705,80.64303840000002,5.758054257,98.00403016,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,28.79,54.83,49.03,1039.25,8.67,39.0,15.1,75.55,2.84,22.0,Adult,96.45,0.76,42.44,71.62,17.14,0.26,No,Optimal
101,92,45,28.22776705,80.64303840000002,5.758054257,98.00403016,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,27.67,85.13,152.5,1008.83,6.75,1.7,99.44,51.43,4.04,32.0,Adult,44.66,0.75,41.18,63.43,13.74,-0.78,Yes,Excess
99,92,47,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,33.88,94.69,197.39,1006.32,2.2,9.13,23.69,85.23,2.75,35.0,Egg,13.54,0.33,38.94,24.69,17.32,0.93,No,Optimal
99,92,47,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,28.47,76.16,226.29,1000.11,2.63,13.1,135.87,22.32,3.08,39.0,Adult,70.12,0.67,39.75,14.86,19.38,0.52,Yes,Deficient
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,22.12,73.46,157.93,993.93,5.66,14.95,121.06,74.7,3.7,29.0,Egg,59.89,0.79,30.48,38.03,23.67,-0.51,Yes,Optimal
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,34.86,68.95,288.71,997.78,3.88,32.96,3.61,94.26,4.52,29.0,Egg,22.14,0.35,50.55,47.67,32.65,0.83,Yes,Excess
90,86,55,27.96236771,84.15403614,5.644486582000001,97.55986676,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,33.73,46.12,109.68,1022.31,4.33,33.46,61.68,50.26,0.55,19.0,Adult,0.72,0.78,57.36,25.37,27.45,0.7,No,Excess
90,86,55,27.96236771,84.15403614,5.644486582000001,97.55986676,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,27.88,46.62,47.68,1009.01,3.23,31.34,151.53,65.45,2.98,31.0,Adult,91.8,0.15,35.75,37.11,22.87,-0.01,Yes,Excess
95,88,52,28.00316034,78.90085998,6.235461772000001,94.68180316,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,25.35,91.49,190.76,1029.56,1.05,25.79,269.05,19.71,1.25,22.0,Larva,46.24,0.32,43.84,33.99,20.46,0.5,Yes,Optimal
95,88,52,28.00316034,78.90085998,6.235461772000001,94.68180316,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,34.23,88.99,205.39,992.19,1.0,32.25,78.39,89.77,4.54,10.0,Larva,50.38,0.49,23.1,10.39,31.18,0.27,No,Deficient
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,20.94,95.53,85.74,1024.81,2.07,6.0,31.93,84.05,4.83,12.0,Larva,75.17,0.91,23.81,20.66,30.77,-0.95,No,Excess
104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,15.63,67.8,1.19,1047.23,9.67,37.04,10.92,42.24,3.62,41.0,Egg,75.45,0.95,55.52,22.83,23.82,-0.61,Yes,Deficient
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,16.89,66.47,199.3,1018.39,9.55,20.65,133.92,13.37,4.94,21.0,Adult,68.47,0.84,23.86,59.08,20.36,-0.96,Yes,Excess
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,26.1,80.76,243.37,1008.67,10.2,8.99,30.12,25.39,4.72,12.0,Egg,30.16,0.37,43.17,30.12,24.91,-0.65,Yes,Deficient
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,33.05,48.98,182.93,1019.95,6.97,8.25,26.75,95.89,2.5,16.0,Adult,34.33,0.7,42.81,71.4,26.24,0.61,No,Optimal
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,31.4,93.7,275.32,1044.42,5.73,23.93,22.62,86.89,1.12,0.0,Adult,79.83,0.92,55.87,41.75,11.19,0.95,Yes,Excess
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,15.77,60.2,116.83,998.22,10.44,16.49,15.73,48.2,2.63,47.0,Larva,91.34,0.92,44.51,17.82,20.17,-0.98,Yes,Deficient
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,29.0,97.13,294.56,1023.43,8.29,31.11,280.45,93.98,1.41,5.0,Egg,70.57,0.62,57.59,35.17,19.11,0.79,No,Deficient
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,34.81,54.64,49.87,1045.2,8.08,21.72,24.77,20.13,1.92,20.0,Larva,7.56,0.89,24.86,76.83,11.72,-0.48,Yes,Optimal
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,17.49,77.43,105.19,1044.0,4.15,27.96,274.77,30.37,0.8,23.0,Larva,54.44,0.0,25.34,18.12,18.18,0.21,No,Excess
112,87,48,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,34.44,95.4,87.16,999.02,5.4,14.62,259.6,17.53,4.05,11.0,Adult,24.6,0.56,54.94,78.91,27.05,0.84,No,Excess
112,87,48,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,32.24,97.78,241.04,984.85,9.84,30.22,87.0,12.52,4.53,32.0,Larva,44.79,0.88,25.86,50.19,28.8,0.66,Yes,Deficient
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,26.58,71.92,237.18,1041.32,6.99,12.3,255.94,75.97,3.65,28.0,Larva,57.75,0.51,26.28,65.97,34.23,-0.72,No,Optimal
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,34.96,93.24,61.94,1029.48,2.51,32.63,196.11,43.39,4.25,3.0,Adult,94.06,0.79,56.22,69.71,26.79,0.14,Yes,Excess
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,32.51,83.29,16.3,1033.88,2.27,14.77,61.67,15.48,1.2,29.0,Adult,29.11,0.23,54.85,29.82,17.3,-0.38,Yes,Optimal
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,27.26,42.51,73.71,1001.77,9.31,8.34,1.1,57.35,2.36,25.0,Adult,94.82,0.77,48.18,74.03,28.02,0.81,No,Optimal
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,24.44,75.81,145.69,1023.7,8.08,16.17,124.95,22.58,2.21,15.0,Larva,52.61,0.37,43.96,59.5,22.37,0.25,Yes,Deficient
113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,20.5,70.06,192.2,1025.33,1.39,17.18,333.12,79.33,1.01,15.0,Adult,30.58,0.26,51.13,18.36,17.56,0.42,Yes,Deficient
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,21.36,87.77,32.61,989.02,4.5,35.99,292.59,81.14,0.98,8.0,Egg,36.3,0.37,43.09,51.25,16.63,-0.97,No,Excess
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,28.46,62.27,35.06,1041.9,5.78,31.44,93.58,47.69,3.8,44.0,Egg,83.69,0.05,25.34,76.41,28.9,-0.43,Yes,Optimal
85,89,51,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,20.7,47.55,109.48,995.11,9.51,8.35,170.95,62.93,2.79,45.0,Egg,76.85,0.43,57.75,55.78,10.72,-0.1,Yes,Excess
85,89,51,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,30.87,71.7,5.41,1046.54,4.91,28.92,61.05,60.72,3.82,42.0,Egg,1.71,0.52,27.51,70.15,31.87,0.16,Yes,Deficient
108,94,47,27.35911627,84.54625006,6.387431382999999,90.81250457,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,30.29,86.27,280.53,983.33,1.16,11.34,269.4,76.08,1.81,11.0,Larva,17.76,0.72,35.88,41.25,22.6,0.14,Yes,Excess
108,94,47,27.35911627,84.54625006,6.387431382999999,90.81250457,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,17.76,77.81,193.36,1041.02,4.1,1.55,145.3,2.34,1.98,20.0,Adult,41.4,0.29,51.13,42.91,13.59,0.21,No,Deficient
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,22.25,72.98,171.03,1029.16,4.08,0.85,115.36,35.21,0.52,49.0,Egg,28.58,0.79,51.92,39.27,17.15,0.36,No,Deficient
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,31.54,58.68,41.8,1014.25,1.89,16.74,82.16,20.81,0.88,13.0,Egg,53.3,0.58,47.44,45.94,34.54,-0.94,No,Excess
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,26.31,97.56,212.0,996.28,1.62,29.25,37.26,71.55,3.09,25.0,Egg,48.78,0.99,40.03,49.3,26.24,0.05,No,Optimal
110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,19.25,78.06,254.35,1007.9,4.36,9.06,161.9,9.4,3.35,6.0,Larva,53.74,0.96,26.94,65.86,28.93,0.92,No,Excess
82,75,55,27.34585147,78.48738349999998,6.281069505,92.15524332,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,27.24,46.93,240.01,1035.99,5.07,28.76,211.38,34.44,1.51,40.0,Larva,43.46,0.19,33.58,55.26,13.82,-0.91,No,Excess
82,75,55,27.34585147,78.48738349999998,6.281069505,92.15524332,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,24.94,81.51,174.02,1022.68,10.11,10.47,217.79,34.74,1.75,5.0,Adult,25.32,0.38,22.22,72.96,12.31,0.64,Yes,Optimal
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 2 gm/plant base,25.16,90.48,86.08,993.17,8.4,24.67,114.95,9.24,2.32,36.0,Egg,80.37,0.81,47.47,30.9,10.74,0.37,No,Excess
117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana,Nematodes,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,21.98,61.68,63.07,998.98,10.14,14.72,39.21,62.8,3.2,15.0,Adult,56.86,0.85,28.97,24.37,24.25,0.4,No,Optimal
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,15.13,70.92,25.25,1032.87,2.6,1.85,348.0,38.81,0.78,33.0,Egg,83.31,0.67,42.55,19.76,33.29,-0.08,No,Deficient
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,20.56,90.77,125.18,1040.74,8.36,39.09,322.61,75.01,3.13,41.0,Egg,64.8,0.57,33.27,41.6,19.68,0.4,Yes,Excess
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,15.96,73.41,272.19,986.19,7.41,11.88,81.79,89.45,0.74,7.0,Larva,40.71,0.77,25.93,31.27,17.94,0.98,No,Optimal
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,21.22,62.63,81.82,994.29,4.11,21.28,252.6,24.24,4.93,7.0,Egg,80.69,0.17,35.21,33.5,17.71,-0.89,No,Excess
21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,24.53,67.32,144.62,990.95,4.09,25.96,238.19,63.1,1.85,11.0,Adult,20.03,0.85,45.1,21.88,15.06,0.42,No,Deficient
21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,27.75,81.06,22.22,994.85,5.33,11.93,38.25,58.86,1.39,9.0,Adult,36.32,0.92,33.09,70.68,33.63,0.34,No,Optimal
25,22,25,33.56150184,45.53556603,5.977413802999999,95.70525913,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,30.65,70.49,277.3,1032.22,4.27,0.78,180.58,71.97,2.42,45.0,Adult,84.28,0.13,59.47,12.44,15.84,0.43,Yes,Deficient
25,22,25,33.56150184,45.53556603,5.977413802999999,95.70525913,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,34.21,59.65,299.64,1044.2,9.79,32.18,307.14,98.33,1.7,48.0,Egg,40.43,0.83,36.61,68.45,29.05,-0.65,Yes,Optimal
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,16.15,47.66,105.12,1039.55,9.64,11.5,198.3,50.9,3.16,45.0,Egg,95.65,0.37,33.88,31.81,14.89,0.38,Yes,Optimal
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,22.5,66.0,70.01,999.7,7.12,10.88,343.07,47.14,3.41,45.0,Larva,68.97,0.49,24.42,51.01,19.92,-0.99,Yes,Optimal
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,19.62,77.58,162.62,1025.76,7.83,1.84,311.42,0.19,1.62,42.0,Egg,25.05,0.07,52.35,25.07,11.29,0.3,Yes,Excess
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,31.53,54.57,62.6,1007.08,4.27,28.73,240.89,26.97,2.55,49.0,Larva,6.67,0.19,56.76,60.67,25.53,-0.61,No,Deficient
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,24.3,46.97,169.64,992.56,3.06,7.16,160.49,79.47,0.78,16.0,Larva,15.26,0.38,57.7,42.48,30.09,0.22,Yes,Deficient
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,31.49,42.46,38.58,1033.74,7.96,32.83,49.51,77.76,1.92,0.0,Egg,53.22,0.67,21.92,73.08,12.26,-0.93,Yes,Excess
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,30.39,92.27,220.77,1045.15,6.6,0.98,140.83,45.15,3.15,30.0,Larva,57.35,0.68,33.42,51.7,14.07,0.11,No,Excess
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,23.88,75.52,0.42,1025.59,3.89,39.69,154.23,14.31,1.03,8.0,Larva,36.18,0.3,51.75,51.78,23.1,0.65,Yes,Deficient
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango,Mango Hopper,Dimethoate,Dimethoate 30% EC,Spray 1.5 ml/L water,27.72,71.45,172.25,1049.66,8.1,31.53,214.24,53.92,2.36,37.0,Larva,25.26,0.61,47.81,49.04,17.2,0.42,No,Deficient
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango,Fruit Fly,Malathion,Malathion 50% EC,Spray 2 ml/L water,23.88,67.56,258.42,1018.25,4.77,23.9,161.06,95.57,1.18,37.0,Larva,97.06,0.31,59.26,11.87,12.93,-0.94,Yes,Optimal
